comercio_id,nombre_comercio,categoria_mcc,industria,pais,ciudad,riesgo_comercio,antiguedad_meses,blacklist,metodos_pago_aceptados,fecha_alta,rating_promedio,url
M000150,Comercio Crypto 0150,6051,CRYPTO,PE,Lima,87.68,48,true,TARJETA|CRIPTO|LINK_PAGO,2022-05-12,1.71,https://comercio0150.example.com
M000151,Comercio Crypto 0151,6051,CRYPTO,AE,Dubai,78.19,142,false,CRIPTO|QR,2014-08-22,2.19,https://comercio0151.example.com
M000152,Comercio Servicios_Basicos 0152,4900,SERVICIOS_BASICOS,GT,Guatemala,15.30,73,false,CRIPTO|LINK_PAGO|TARJETA|QR,2020-04-22,2.08,https://comercio0152.example.com
M000153,Comercio Remitesas 0153,4829,REMITESAS,GT,Guatemala,73.44,69,false,CRIPTO|TRANSFERENCIA|TARJETA,2020-08-20,1.76,https://comercio0153.example.com
M000154,Comercio E_Commerce 0154,5999,E_COMMERCE,US,Houston,50.32,128,false,QR|TRANSFERENCIA|TARJETA,2015-10-16,2.55,https://comercio0154.example.com
M000155,Comercio Supermercado 0155,5411,SUPERMERCADO,US,Houston,35.97,28,false,LINK_PAGO|TRANSFERENCIA,2024-01-02,3.60,https://comercio0155.example.com
M000156,Comercio Restaurante 0156,5812,RESTAURANTE,MX,Ciudad de Mexico,17.98,108,false,LINK_PAGO|CRIPTO|TARJETA,2017-06-07,4.05,https://comercio0156.example.com
M000157,Comercio Remitesas 0157,4829,REMITESAS,CO,Bogota,64.55,104,false,CRIPTO|QR,2017-10-05,3.82,https://comercio0157.example.com
M000158,Comercio Servicios_Basicos 0158,4900,SERVICIOS_BASICOS,SV,San Salvador,24.28,58,false,LINK_PAGO|QR|CRIPTO,2021-07-16,2.83,https://comercio0158.example.com
M000159,Comercio Servicios_Financieros 0159,6012,SERVICIOS_FINANCIEROS,US,Houston,56.36,97,false,TRANSFERENCIA|TARJETA|LINK_PAGO,2018-05-03,3.93,https://comercio0159.example.com
M000160,Comercio Supermercado 0160,5411,SUPERMERCADO,SV,San Salvador,32.68,66,false,TARJETA|QR,2020-11-18,2.93,https://comercio0160.example.com
M000161,Comercio Transporte 0161,4111,TRANSPORTE,DE,Berlin,28.42,120,false,TRANSFERENCIA|TARJETA|CRIPTO,2016-06-12,3.72,https://comercio0161.example.com
M000162,Comercio Apuestas 0162,7995,APUESTAS,ES,Madrid,99.00,154,false,CRIPTO|TRANSFERENCIA|LINK_PAGO,2013-08-27,4.10,https://comercio0162.example.com
M000163,Comercio Servicios_Financieros 0163,6012,SERVICIOS_FINANCIEROS,US,Miami,63.07,123,false,TRANSFERENCIA|CRIPTO|TARJETA,2016-03-14,4.41,https://comercio0163.example.com
M000164,Comercio Supermercado 0164,5411,SUPERMERCADO,ES,Madrid,38.09,25,false,QR|TRANSFERENCIA,2024-04-01,3.18,https://comercio0164.example.com
M000165,Comercio Supermercado 0165,5411,SUPERMERCADO,IN,Mumbai,33.93,37,false,QR|TRANSFERENCIA|TARJETA|CRIPTO,2023-04-07,2.84,https://comercio0165.example.com
M000166,Comercio Restaurante 0166,5812,RESTAURANTE,GT,Escuintla,32.83,88,false,TARJETA|QR|TRANSFERENCIA|CRIPTO,2019-01-28,3.01,https://comercio0166.example.com
M000167,Comercio Crypto 0167,6051,CRYPTO,ES,Madrid,99.00,142,false,QR|TRANSFERENCIA|LINK_PAGO|CRIPTO,2014-08-22,1.39,https://comercio0167.example.com
M000168,Comercio Restaurante 0168,5812,RESTAURANTE,CR,San Jose,21.55,39,false,CRIPTO|LINK_PAGO|TRANSFERENCIA|TARJETA,2023-02-06,4.59,https://comercio0168.example.com
M000169,Comercio Remitesas 0169,4829,REMITESAS,BR,Sao Paulo,71.14,92,false,CRIPTO|QR,2018-09-30,2.08,https://comercio0169.example.com
M000170,Comercio Transporte 0170,4111,TRANSPORTE,GT,Quetzaltenango,43.07,50,false,CRIPTO|QR|LINK_PAGO,2022-03-13,3.42,https://comercio0170.example.com
M000171,Comercio Remitesas 0171,4829,REMITESAS,FR,Paris,66.18,115,false,QR|LINK_PAGO,2016-11-09,2.66,https://comercio0171.example.com
M000172,Comercio Servicios_Financieros 0172,6012,SERVICIOS_FINANCIEROS,US,Houston,66.94,98,false,TARJETA|CRIPTO|TRANSFERENCIA,2018-04-03,4.42,https://comercio0172.example.com
M000173,Comercio Servicios_Basicos 0173,4900,SERVICIOS_BASICOS,CR,San Jose,24.37,35,false,TARJETA|CRIPTO|LINK_PAGO|QR,2023-06-06,4.16,https://comercio0173.example.com
M000174,Comercio Remitesas 0174,4829,REMITESAS,AE,Dubai,80.86,74,true,QR|CRIPTO,2020-03-23,3.39,https://comercio0174.example.com
M000175,Comercio Transporte 0175,4111,TRANSPORTE,US,Miami,26.79,4,false,TARJETA|QR,2025-12-22,3.67,https://comercio0175.example.com
M000176,Comercio Crypto 0176,6051,CRYPTO,PE,Lima,92.14,77,true,LINK_PAGO|TARJETA|CRIPTO,2019-12-24,3.21,https://comercio0176.example.com
M000177,Comercio Restaurante 0177,5812,RESTAURANTE,PE,Lima,40.27,152,false,LINK_PAGO|QR,2013-10-26,3.43,https://comercio0177.example.com
M000178,Comercio E_Commerce 0178,5999,E_COMMERCE,HN,Tegucigalpa,39.25,86,false,TRANSFERENCIA|TARJETA,2019-03-29,4.62,https://comercio0178.example.com
M000179,Comercio E_Commerce 0179,5999,E_COMMERCE,US,Miami,45.51,6,false,CRIPTO|QR|TARJETA,2025-10-23,4.51,https://comercio0179.example.com
M000180,Comercio Remitesas 0180,4829,REMITESAS,FR,Paris,69.52,110,false,TRANSFERENCIA|TARJETA|QR|CRIPTO,2017-04-08,1.52,https://comercio0180.example.com
M000181,Comercio Apuestas 0181,7995,APUESTAS,DE,Berlin,96.01,52,true,QR|LINK_PAGO|TRANSFERENCIA,2022-01-12,2.63,https://comercio0181.example.com
M000182,Comercio Crypto 0182,6051,CRYPTO,FR,Paris,99.00,88,true,LINK_PAGO|CRIPTO,2019-01-28,3.07,https://comercio0182.example.com
M000183,Comercio Crypto 0183,6051,CRYPTO,PE,Lima,78.15,137,false,LINK_PAGO|TARJETA|CRIPTO,2015-01-19,2.47,https://comercio0183.example.com
M000184,Comercio E_Commerce 0184,5999,E_COMMERCE,MX,Monterrey,54.63,98,false,TRANSFERENCIA|CRIPTO|LINK_PAGO,2018-04-03,3.40,https://comercio0184.example.com
M000185,Comercio Servicios_Basicos 0185,4900,SERVICIOS_BASICOS,US,Miami,21.38,65,false,LINK_PAGO|QR|CRIPTO,2020-12-18,2.63,https://comercio0185.example.com
M000186,Comercio Remitesas 0186,4829,REMITESAS,EC,Quito,78.49,25,false,LINK_PAGO|TARJETA|CRIPTO|QR,2024-04-01,3.06,https://comercio0186.example.com
M000187,Comercio Remitesas 0187,4829,REMITESAS,PE,Lima,76.31,134,false,CRIPTO|QR|LINK_PAGO|TARJETA,2015-04-19,2.21,https://comercio0187.example.com
M000188,Comercio Crypto 0188,6051,CRYPTO,PE,Lima,90.06,119,false,TRANSFERENCIA|TARJETA|QR|LINK_PAGO|CRIPTO,2016-07-12,2.29,https://comercio0188.example.com
M000189,Comercio Remitesas 0189,4829,REMITESAS,FR,Paris,73.68,17,false,TARJETA|QR|CRIPTO|LINK_PAGO,2024-11-27,2.37,https://comercio0189.example.com
M000190,Comercio Servicios_Financieros 0190,6012,SERVICIOS_FINANCIEROS,MX,Ciudad de Mexico,71.18,133,false,TARJETA|LINK_PAGO|QR,2015-05-19,2.29,https://comercio0190.example.com
M000191,Comercio Supermercado 0191,5411,SUPERMERCADO,MX,Monterrey,39.79,94,false,LINK_PAGO|QR|TRANSFERENCIA,2018-08-01,3.13,https://comercio0191.example.com
M000192,Comercio Servicios_Basicos 0192,4900,SERVICIOS_BASICOS,CN,Shenzhen,31.86,126,false,QR|TARJETA|TRANSFERENCIA|LINK_PAGO,2015-12-15,4.46,https://comercio0192.example.com
M000193,Comercio Supermercado 0193,5411,SUPERMERCADO,SV,San Salvador,27.49,91,false,LINK_PAGO|QR|CRIPTO,2018-10-30,3.79,https://comercio0193.example.com
M000194,Comercio Electronica 0194,5732,ELECTRONICA,GT,Quetzaltenango,46.14,146,false,TRANSFERENCIA|CRIPTO|LINK_PAGO,2014-04-24,3.46,https://comercio0194.example.com
M000195,Comercio Apuestas 0195,7995,APUESTAS,BR,Sao Paulo,74.18,132,false,TARJETA|LINK_PAGO|QR|TRANSFERENCIA,2015-06-18,3.31,https://comercio0195.example.com
M000196,Comercio Servicios_Financieros 0196,6012,SERVICIOS_FINANCIEROS,US,Miami,51.88,132,false,TARJETA|QR,2015-06-18,2.60,https://comercio0196.example.com
M000197,Comercio Restaurante 0197,5812,RESTAURANTE,EC,Quito,28.90,44,false,CRIPTO|TARJETA|TRANSFERENCIA|LINK_PAGO,2022-09-09,2.57,https://comercio0197.example.com
M000198,Comercio Servicios_Financieros 0198,6012,SERVICIOS_FINANCIEROS,MX,Ciudad de Mexico,62.10,3,false,QR|TARJETA,2026-01-21,1.74,https://comercio0198.example.com
M000199,Comercio Transporte 0199,4111,TRANSPORTE,GT,Guatemala,18.07,100,false,QR|CRIPTO|TRANSFERENCIA|TARJETA,2018-02-02,4.18,https://comercio0199.example.com
M000200,Comercio Apuestas 0200,7995,APUESTAS,DE,Berlin,98.24,24,false,CRIPTO|TRANSFERENCIA,2024-05-01,1.60,https://comercio0200.example.com
M000201,Comercio Servicios_Financieros 0201,6012,SERVICIOS_FINANCIEROS,GB,London,57.51,16,false,QR|CRIPTO|TARJETA,2024-12-27,3.44,https://comercio0201.example.com
M000202,Comercio Servicios_Financieros 0202,6012,SERVICIOS_FINANCIEROS,CL,Santiago,66.49,110,false,TRANSFERENCIA|LINK_PAGO|CRIPTO|TARJETA,2017-04-08,4.05,https://comercio0202.example.com
M000203,Comercio Apuestas 0203,7995,APUESTAS,IN,Mumbai,84.26,144,false,QR|CRIPTO|TRANSFERENCIA|TARJETA,2014-06-23,2.50,https://comercio0203.example.com
M000204,Comercio Supermercado 0204,5411,SUPERMERCADO,HN,Tegucigalpa,27.65,125,false,LINK_PAGO|TRANSFERENCIA,2016-01-14,4.36,https://comercio0204.example.com
M000205,Comercio Servicios_Financieros 0205,6012,SERVICIOS_FINANCIEROS,MX,Monterrey,71.26,7,true,TARJETA|QR|CRIPTO,2025-09-23,2.31,https://comercio0205.example.com
M000206,Comercio Electronica 0206,5732,ELECTRONICA,FR,Paris,26.28,65,false,TRANSFERENCIA|LINK_PAGO,2020-12-18,2.65,https://comercio0206.example.com
M000207,Comercio Servicios_Financieros 0207,6012,SERVICIOS_FINANCIEROS,AE,Dubai,61.97,78,false,QR|CRIPTO|TARJETA,2019-11-24,4.06,https://comercio0207.example.com
M000208,Comercio Servicios_Financieros 0208,6012,SERVICIOS_FINANCIEROS,CN,Shenzhen,66.58,121,false,TARJETA|QR|CRIPTO|LINK_PAGO,2016-05-13,3.63,https://comercio0208.example.com
M000209,Comercio Transporte 0209,4111,TRANSPORTE,GT,Guatemala,33.85,104,false,TRANSFERENCIA|CRIPTO,2017-10-05,2.54,https://comercio0209.example.com
M000210,Comercio E_Commerce 0210,5999,E_COMMERCE,SV,San Salvador,55.01,90,false,LINK_PAGO|TARJETA,2018-11-29,3.47,https://comercio0210.example.com
M000211,Comercio Servicios_Financieros 0211,6012,SERVICIOS_FINANCIEROS,BR,Sao Paulo,55.53,106,false,LINK_PAGO|CRIPTO|TRANSFERENCIA,2017-08-06,2.10,https://comercio0211.example.com
M000212,Comercio Crypto 0212,6051,CRYPTO,SV,San Salvador,99.00,50,false,QR|TARJETA|CRIPTO,2022-03-13,2.21,https://comercio0212.example.com
M000213,Comercio Supermercado 0213,5411,SUPERMERCADO,CL,Santiago,33.19,158,false,CRIPTO|TRANSFERENCIA|LINK_PAGO|QR,2013-04-29,4.51,https://comercio0213.example.com
M000214,Comercio Remitesas 0214,4829,REMITESAS,GT,Quetzaltenango,63.90,156,false,QR|LINK_PAGO|TARJETA,2013-06-28,1.81,https://comercio0214.example.com
M000215,Comercio Restaurante 0215,5812,RESTAURANTE,MX,Monterrey,40.88,17,false,CRIPTO|TARJETA|QR|LINK_PAGO,2024-11-27,4.06,https://comercio0215.example.com
M000216,Comercio Apuestas 0216,7995,APUESTAS,MX,Ciudad de Mexico,95.14,72,true,TRANSFERENCIA|QR,2020-05-22,1.56,https://comercio0216.example.com
M000217,Comercio Electronica 0217,5732,ELECTRONICA,US,Houston,36.10,8,false,TARJETA|TRANSFERENCIA|LINK_PAGO,2025-08-24,1.78,https://comercio0217.example.com
M000218,Comercio Transporte 0218,4111,TRANSPORTE,PA,Panama City,28.86,108,false,TRANSFERENCIA|QR|CRIPTO,2017-06-07,4.35,https://comercio0218.example.com
M000219,Comercio Apuestas 0219,7995,APUESTAS,FR,Paris,84.00,154,false,TARJETA|TRANSFERENCIA|QR|LINK_PAGO,2013-08-27,2.88,https://comercio0219.example.com
M000220,Comercio Servicios_Financieros 0220,6012,SERVICIOS_FINANCIEROS,AR,Buenos Aires,66.72,57,false,TRANSFERENCIA|CRIPTO,2021-08-15,2.39,https://comercio0220.example.com
M000221,Comercio Crypto 0221,6051,CRYPTO,ES,Madrid,99.00,142,true,TARJETA|QR|CRIPTO,2014-08-22,4.19,https://comercio0221.example.com
M000222,Comercio Electronica 0222,5732,ELECTRONICA,FR,Paris,34.90,117,false,TRANSFERENCIA|QR,2016-09-10,4.05,https://comercio0222.example.com
M000223,Comercio E_Commerce 0223,5999,E_COMMERCE,MX,Ciudad de Mexico,35.52,45,false,LINK_PAGO|QR|CRIPTO,2022-08-10,4.50,https://comercio0223.example.com
M000224,Comercio Supermercado 0224,5411,SUPERMERCADO,AE,Dubai,17.00,71,false,TARJETA|LINK_PAGO|QR|CRIPTO,2020-06-21,4.11,https://comercio0224.example.com
M000225,Comercio Crypto 0225,6051,CRYPTO,HN,Tegucigalpa,94.90,146,false,TARJETA|QR|CRIPTO,2014-04-24,2.20,https://comercio0225.example.com
M000226,Comercio E_Commerce 0226,5999,E_COMMERCE,US,Houston,53.98,29,false,CRIPTO|TRANSFERENCIA|LINK_PAGO|QR,2023-12-03,2.00,https://comercio0226.example.com
M000227,Comercio Restaurante 0227,5812,RESTAURANTE,FR,Paris,18.50,72,false,TRANSFERENCIA|CRIPTO|LINK_PAGO|QR,2020-05-22,3.47,https://comercio0227.example.com
M000228,Comercio Crypto 0228,6051,CRYPTO,SV,San Salvador,88.13,77,false,TARJETA|QR|TRANSFERENCIA|LINK_PAGO|CRIPTO,2019-12-24,2.56,https://comercio0228.example.com
M000229,Comercio Restaurante 0229,5812,RESTAURANTE,HN,Tegucigalpa,33.68,156,false,TARJETA|LINK_PAGO|QR,2013-06-28,2.44,https://comercio0229.example.com
M000230,Comercio Supermercado 0230,5411,SUPERMERCADO,MX,Ciudad de Mexico,15.87,23,false,LINK_PAGO|QR|TARJETA,2024-05-31,3.00,https://comercio0230.example.com
M000231,Comercio Transporte 0231,4111,TRANSPORTE,CN,Shenzhen,20.31,104,false,TARJETA|TRANSFERENCIA,2017-10-05,3.39,https://comercio0231.example.com
M000232,Comercio Remitesas 0232,4829,REMITESAS,SV,San Salvador,71.85,40,false,QR|CRIPTO|LINK_PAGO|TARJETA,2023-01-07,4.11,https://comercio0232.example.com
M000233,Comercio Restaurante 0233,5812,RESTAURANTE,GB,London,38.06,55,false,LINK_PAGO|CRIPTO,2021-10-14,3.24,https://comercio0233.example.com
M000234,Comercio Servicios_Basicos 0234,4900,SERVICIOS_BASICOS,FR,Paris,28.15,117,false,CRIPTO|TRANSFERENCIA|QR,2016-09-10,4.59,https://comercio0234.example.com
M000235,Comercio E_Commerce 0235,5999,E_COMMERCE,FR,Paris,40.87,40,false,CRIPTO|LINK_PAGO,2023-01-07,2.24,https://comercio0235.example.com
M000236,Comercio Electronica 0236,5732,ELECTRONICA,CO,Bogota,43.86,41,false,CRIPTO|LINK_PAGO|TRANSFERENCIA,2022-12-08,4.39,https://comercio0236.example.com
M000237,Comercio Electronica 0237,5732,ELECTRONICA,SV,San Salvador,38.91,117,false,CRIPTO|LINK_PAGO|QR,2016-09-10,2.15,https://comercio0237.example.com
M000238,Comercio Servicios_Basicos 0238,4900,SERVICIOS_BASICOS,US,Houston,17.99,94,false,TARJETA|CRIPTO,2018-08-01,2.42,https://comercio0238.example.com
M000239,Comercio Apuestas 0239,7995,APUESTAS,FR,Paris,91.03,7,true,QR|LINK_PAGO,2025-09-23,1.88,https://comercio0239.example.com
M000240,Comercio E_Commerce 0240,5999,E_COMMERCE,GT,Escuintla,36.12,40,false,CRIPTO|TARJETA|QR|TRANSFERENCIA,2023-01-07,3.99,https://comercio0240.example.com
M000241,Comercio Supermercado 0241,5411,SUPERMERCADO,US,Miami,25.66,140,false,LINK_PAGO|QR|TRANSFERENCIA,2014-10-21,3.92,https://comercio0241.example.com
M000242,Comercio Transporte 0242,4111,TRANSPORTE,PE,Lima,30.97,5,false,TARJETA|TRANSFERENCIA|LINK_PAGO,2025-11-22,2.31,https://comercio0242.example.com
M000243,Comercio Servicios_Basicos 0243,4900,SERVICIOS_BASICOS,HN,Tegucigalpa,14.09,66,true,LINK_PAGO|TRANSFERENCIA,2020-11-18,4.73,https://comercio0243.example.com
M000244,Comercio E_Commerce 0244,5999,E_COMMERCE,IN,Mumbai,38.42,147,false,LINK_PAGO|CRIPTO|QR,2014-03-25,1.76,https://comercio0244.example.com
M000245,Comercio Remitesas 0245,4829,REMITESAS,MX,Ciudad de Mexico,75.23,117,false,LINK_PAGO|QR|TRANSFERENCIA,2016-09-10,1.68,https://comercio0245.example.com
M000246,Comercio Electronica 0246,5732,ELECTRONICA,EC,Quito,44.79,44,false,TRANSFERENCIA|QR,2022-09-09,2.58,https://comercio0246.example.com
M000247,Comercio Servicios_Basicos 0247,4900,SERVICIOS_BASICOS,GT,Guatemala,39.99,4,false,TARJETA|QR,2025-12-22,4.42,https://comercio0247.example.com
M000248,Comercio Supermercado 0248,5411,SUPERMERCADO,PA,Panama City,35.43,65,false,TARJETA|QR|TRANSFERENCIA,2020-12-18,4.61,https://comercio0248.example.com
M000249,Comercio Servicios_Basicos 0249,4900,SERVICIOS_BASICOS,HN,Tegucigalpa,26.74,160,false,TARJETA|TRANSFERENCIA,2013-02-28,1.99,https://comercio0249.example.com
M000250,Comercio Transporte 0250,4111,TRANSPORTE,IN,Mumbai,45.66,28,false,QR|TARJETA|LINK_PAGO|CRIPTO,2024-01-02,2.67,https://comercio0250.example.com
M000251,Comercio Crypto 0251,6051,CRYPTO,IN,Mumbai,89.46,105,false,QR|CRIPTO|LINK_PAGO,2017-09-05,4.19,https://comercio0251.example.com
M000252,Comercio E_Commerce 0252,5999,E_COMMERCE,EC,Quito,57.95,100,false,TARJETA|TRANSFERENCIA,2018-02-02,2.88,https://comercio0252.example.com
M000253,Comercio Electronica 0253,5732,ELECTRONICA,AR,Buenos Aires,45.23,4,false,TARJETA|CRIPTO|LINK_PAGO|QR,2025-12-22,3.32,https://comercio0253.example.com
M000254,Comercio Restaurante 0254,5812,RESTAURANTE,MX,Ciudad de Mexico,22.11,121,false,TARJETA|CRIPTO,2016-05-13,4.56,https://comercio0254.example.com
M000255,Comercio Restaurante 0255,5812,RESTAURANTE,CR,San Jose,37.42,91,false,TARJETA|TRANSFERENCIA,2018-10-30,3.69,https://comercio0255.example.com
M000256,Comercio Electronica 0256,5732,ELECTRONICA,FR,Paris,26.49,119,false,CRIPTO|TRANSFERENCIA|LINK_PAGO,2016-07-12,3.42,https://comercio0256.example.com
M000257,Comercio Apuestas 0257,7995,APUESTAS,IN,Mumbai,89.29,91,false,CRIPTO|TRANSFERENCIA|LINK_PAGO|QR,2018-10-30,2.11,https://comercio0257.example.com
M000258,Comercio Servicios_Financieros 0258,6012,SERVICIOS_FINANCIEROS,MX,Monterrey,70.52,4,false,CRIPTO|LINK_PAGO,2025-12-22,2.54,https://comercio0258.example.com
M000259,Comercio Servicios_Basicos 0259,4900,SERVICIOS_BASICOS,AR,Buenos Aires,40.13,112,false,TRANSFERENCIA|QR,2017-02-07,3.14,https://comercio0259.example.com
M000260,Comercio Servicios_Basicos 0260,4900,SERVICIOS_BASICOS,FR,Paris,25.78,38,false,CRIPTO|TRANSFERENCIA|LINK_PAGO,2023-03-08,2.16,https://comercio0260.example.com
M000261,Comercio Crypto 0261,6051,CRYPTO,GT,Quetzaltenango,84.73,87,false,LINK_PAGO|CRIPTO,2019-02-27,2.51,https://comercio0261.example.com
M000262,Comercio Remitesas 0262,4829,REMITESAS,PA,Panama City,54.96,27,false,LINK_PAGO|QR,2024-02-01,4.34,https://comercio0262.example.com
M000263,Comercio E_Commerce 0263,5999,E_COMMERCE,MX,Ciudad de Mexico,38.45,59,false,QR|CRIPTO|LINK_PAGO|TRANSFERENCIA,2021-06-16,4.04,https://comercio0263.example.com
M000264,Comercio E_Commerce 0264,5999,E_COMMERCE,IN,Mumbai,37.53,39,false,QR|LINK_PAGO,2023-02-06,2.10,https://comercio0264.example.com
M000265,Comercio Crypto 0265,6051,CRYPTO,AE,Dubai,94.74,138,false,QR|TARJETA|TRANSFERENCIA|CRIPTO,2014-12-20,3.17,https://comercio0265.example.com
M000266,Comercio Electronica 0266,5732,ELECTRONICA,IN,Mumbai,52.43,147,false,CRIPTO|QR,2014-03-25,4.01,https://comercio0266.example.com
M000267,Comercio Restaurante 0267,5812,RESTAURANTE,AR,Buenos Aires,24.63,75,false,TARJETA|CRIPTO|LINK_PAGO|QR,2020-02-22,1.91,https://comercio0267.example.com
M000268,Comercio Servicios_Financieros 0268,6012,SERVICIOS_FINANCIEROS,CO,Bogota,60.58,66,false,CRIPTO|QR,2020-11-18,2.53,https://comercio0268.example.com
M000269,Comercio Restaurante 0269,5812,RESTAURANTE,CR,San Jose,38.23,61,false,CRIPTO|TARJETA|LINK_PAGO,2021-04-17,1.74,https://comercio0269.example.com
M000270,Comercio Remitesas 0270,4829,REMITESAS,FR,Paris,56.39,153,false,CRIPTO|TARJETA,2013-09-26,3.07,https://comercio0270.example.com
M000271,Comercio Servicios_Financieros 0271,6012,SERVICIOS_FINANCIEROS,MX,Monterrey,56.04,117,false,TRANSFERENCIA|LINK_PAGO,2016-09-10,2.29,https://comercio0271.example.com
M000272,Comercio Supermercado 0272,5411,SUPERMERCADO,BR,Sao Paulo,39.46,105,false,TRANSFERENCIA|QR|TARJETA,2017-09-05,2.53,https://comercio0272.example.com
M000273,Comercio Transporte 0273,4111,TRANSPORTE,DE,Berlin,19.51,30,false,TRANSFERENCIA|CRIPTO,2023-11-03,2.23,https://comercio0273.example.com
M000274,Comercio Crypto 0274,6051,CRYPTO,AE,Dubai,98.34,127,false,QR|LINK_PAGO|TARJETA|CRIPTO,2015-11-15,3.04,https://comercio0274.example.com
M000275,Comercio Supermercado 0275,5411,SUPERMERCADO,AE,Dubai,18.70,157,false,CRIPTO|QR,2013-05-29,3.73,https://comercio0275.example.com
M000276,Comercio Electronica 0276,5732,ELECTRONICA,GT,Guatemala,44.22,92,false,LINK_PAGO|CRIPTO|TARJETA,2018-09-30,4.00,https://comercio0276.example.com
M000277,Comercio Servicios_Basicos 0277,4900,SERVICIOS_BASICOS,CR,San Jose,38.93,117,false,CRIPTO|QR,2016-09-10,2.54,https://comercio0277.example.com
M000278,Comercio Transporte 0278,4111,TRANSPORTE,CR,San Jose,37.55,71,false,TRANSFERENCIA|LINK_PAGO|QR|TARJETA,2020-06-21,3.46,https://comercio0278.example.com
M000279,Comercio Remitesas 0279,4829,REMITESAS,GT,Escuintla,56.08,89,false,TARJETA|LINK_PAGO|TRANSFERENCIA,2018-12-29,1.79,https://comercio0279.example.com
M000280,Comercio Transporte 0280,4111,TRANSPORTE,AE,Dubai,22.78,137,false,CRIPTO|QR|TRANSFERENCIA,2015-01-19,2.43,https://comercio0280.example.com
M000281,Comercio Crypto 0281,6051,CRYPTO,AE,Dubai,99.00,32,false,QR|LINK_PAGO|CRIPTO,2023-09-04,3.18,https://comercio0281.example.com
M000282,Comercio Crypto 0282,6051,CRYPTO,IN,Mumbai,89.56,31,false,CRIPTO|TARJETA|TRANSFERENCIA|QR,2023-10-04,2.75,https://comercio0282.example.com
M000283,Comercio Supermercado 0283,5411,SUPERMERCADO,PA,Panama City,12.19,36,false,TRANSFERENCIA|LINK_PAGO|TARJETA,2023-05-07,4.63,https://comercio0283.example.com
M000284,Comercio Transporte 0284,4111,TRANSPORTE,CR,San Jose,36.69,69,false,CRIPTO|LINK_PAGO|TRANSFERENCIA|QR,2020-08-20,2.52,https://comercio0284.example.com
M000285,Comercio Supermercado 0285,5411,SUPERMERCADO,BR,Sao Paulo,30.46,149,false,TRANSFERENCIA|TARJETA|LINK_PAGO|QR,2014-01-24,3.17,https://comercio0285.example.com
M000286,Comercio Remitesas 0286,4829,REMITESAS,IN,Mumbai,71.42,4,false,CRIPTO|QR|TARJETA,2025-12-22,3.14,https://comercio0286.example.com
M000287,Comercio Electronica 0287,5732,ELECTRONICA,HN,Tegucigalpa,51.58,82,false,LINK_PAGO|TARJETA,2019-07-27,2.80,https://comercio0287.example.com
M000288,Comercio Servicios_Financieros 0288,6012,SERVICIOS_FINANCIEROS,AE,Dubai,51.16,122,false,QR|TARJETA,2016-04-13,3.74,https://comercio0288.example.com
M000289,Comercio Crypto 0289,6051,CRYPTO,GT,Guatemala,83.43,32,false,CRIPTO|TARJETA|LINK_PAGO|TRANSFERENCIA,2023-09-04,4.30,https://comercio0289.example.com
M000290,Comercio Crypto 0290,6051,CRYPTO,DE,Berlin,97.34,89,false,TRANSFERENCIA|TARJETA|LINK_PAGO|CRIPTO,2018-12-29,3.94,https://comercio0290.example.com
M000291,Comercio Transporte 0291,4111,TRANSPORTE,CR,San Jose,31.12,21,false,TRANSFERENCIA|TARJETA,2024-07-30,2.91,https://comercio0291.example.com
M000292,Comercio Crypto 0292,6051,CRYPTO,CO,Bogota,80.89,8,false,QR|TARJETA|CRIPTO,2025-08-24,1.53,https://comercio0292.example.com
M000293,Comercio Supermercado 0293,5411,SUPERMERCADO,CN,Shenzhen,23.13,155,false,TRANSFERENCIA|QR|LINK_PAGO,2013-07-28,4.50,https://comercio0293.example.com
M000294,Comercio Remitesas 0294,4829,REMITESAS,GT,Guatemala,77.13,7,false,TARJETA|LINK_PAGO,2025-09-23,4.28,https://comercio0294.example.com
M000295,Comercio Transporte 0295,4111,TRANSPORTE,PE,Lima,24.94,123,false,TARJETA|LINK_PAGO,2016-03-14,3.90,https://comercio0295.example.com
M000296,Comercio Transporte 0296,4111,TRANSPORTE,CO,Bogota,25.98,45,false,TRANSFERENCIA|TARJETA,2022-08-10,4.68,https://comercio0296.example.com
M000297,Comercio Servicios_Financieros 0297,6012,SERVICIOS_FINANCIEROS,MX,Monterrey,67.17,63,false,QR|TRANSFERENCIA,2021-02-16,2.48,https://comercio0297.example.com
M000298,Comercio Remitesas 0298,4829,REMITESAS,AR,Buenos Aires,58.11,23,false,TARJETA|LINK_PAGO|QR,2024-05-31,2.42,https://comercio0298.example.com
M000299,Comercio Servicios_Basicos 0299,4900,SERVICIOS_BASICOS,SV,San Salvador,29.13,157,false,TRANSFERENCIA|LINK_PAGO|TARJETA|CRIPTO,2013-05-29,1.92,https://comercio0299.example.com
M000300,Comercio Servicios_Financieros 0300,6012,SERVICIOS_FINANCIEROS,US,Houston,56.56,95,false,TRANSFERENCIA|CRIPTO|LINK_PAGO,2018-07-02,1.65,https://comercio0300.example.com
M000301,Comercio Transporte 0301,4111,TRANSPORTE,CL,Santiago,21.46,53,false,QR|CRIPTO|TARJETA,2021-12-13,4.22,https://comercio0301.example.com
